material,x,y,z,photons,electrons,SL,E
scintillator,3,10,26,True,True,True,True
scintillator,3,10,27,True,True,True,True
scintillator,3,10,28,True,True,True,True
scintillator,3,10,29,True,True,True,True
scintillator,3,10,30,True,True,True,True
scintillator,3,10,31,True,True,True,True
scintillator,3,10,32,True,True,True,True
scintillator,3,10,33,True,True,True,True
scintillator,3,10,34,True,True,True,True
scintillator,3,10,35,True,True,True,True
scintillator,3,10,36,True,True,True,True
scintillator,3,10,37,True,True,True,True
scintillator,3,10,38,True,True,True,True
scintillator,3,10,39,True,True,True,True
scintillator,3,10,40,True,True,True,True
scintillator,3,10,41,True,True,True,True
scintillator,3,10,42,True,True,True,True
scintillator,3,10,43,True,True,True,True
scintillator,3,10,44,True,True,True,True
scintillator,3,10,45,True,True,True,True
scintillator,3,10,46,True,True,True,True
scintillator,3,10,47,True,True,True,True
scintillator,3,10,48,True,True,True,True
scintillator,3,10,49,True,True,True,True
scintillator,3,10,50,True,True,True,True
scintillator,3,10,51,True,True,True,True
scintillator,3,10,52,True,True,True,True
scintillator,3,10,53,True,True,True,True
scintillator,3,10,54,True,True,True,True
scintillator,3,10,55,True,True,True,True
scintillator,3,10,56,True,True,True,True
scintillator,3,10,57,True,True,True,True
scintillator,3,10,58,True,True,True,True
scintillator,3,10,59,True,True,True,True
scintillator,3,10,60,True,True,True,True
scintillator,3,10,61,True,True,True,True
scintillator,3,10,62,True,True,True,True
scintillator,3,10,63,True,True,True,True
scintillator,3,10,64,True,True,True,True
scintillator,3,10,65,True,True,True,True
scintillator,3,10,66,True,True,True,True
scintillator,3,11,0,True,True,True,True
scintillator,3,11,1,True,True,True,True
scintillator,3,11,2,True,True,True,True
scintillator,3,11,3,True,True,True,True
scintillator,3,11,4,True,True,True,True
scintillator,3,11,5,True,True,True,True
scintillator,3,11,6,True,True,True,True
scintillator,3,11,7,True,True,True,True
scintillator,3,11,8,True,True,True,True
scintillator,3,11,9,True,True,True,True
scintillator,3,11,10,True,True,True,True
scintillator,3,11,11,True,True,True,True
scintillator,3,11,12,True,True,True,True
scintillator,3,11,13,True,True,True,True
scintillator,3,11,14,True,True,True,True
scintillator,3,11,15,True,True,True,True
scintillator,3,11,16,True,True,True,True
scintillator,3,11,17,True,True,True,True
scintillator,3,11,18,True,True,True,True
scintillator,3,11,19,True,True,True,True
scintillator,3,11,20,True,True,True,True
scintillator,3,11,21,True,True,True,True
scintillator,3,11,22,True,True,True,True
scintillator,3,11,23,True,True,True,True
scintillator,3,11,24,True,True,True,True
scintillator,3,11,25,True,True,True,True
scintillator,3,11,26,True,True,True,True
scintillator,3,11,27,True,True,True,True
scintillator,3,11,28,True,True,True,True
scintillator,3,11,29,True,True,True,True
scintillator,3,11,30,True,True,True,True
scintillator,3,11,31,True,True,True,True
scintillator,3,11,32,True,True,True,True
scintillator,3,11,33,True,True,True,True
scintillator,3,11,34,True,True,True,True
scintillator,3,11,35,True,True,True,True
scintillator,3,11,36,True,True,True,True
scintillator,3,11,37,True,True,True,True
scintillator,3,11,38,True,True,True,True
scintillator,3,11,39,True,True,True,True
scintillator,3,11,40,True,True,True,True
scintillator,3,11,41,True,True,True,True
scintillator,3,11,42,True,True,True,True
scintillator,3,11,43,True,True,True,True
scintillator,3,11,44,True,True,True,True
scintillator,3,11,45,True,True,True,True
scintillator,3,11,46,True,True,True,True
scintillator,3,11,47,True,True,True,True
scintillator,3,11,48,True,True,True,True
scintillator,3,11,49,True,True,True,True
scintillator,3,11,50,True,True,True,True
scintillator,3,11,51,True,True,True,True
scintillator,3,11,52,True,True,True,True
scintillator,3,11,53,True,True,True,True
scintillator,3,11,54,True,True,True,True
scintillator,3,11,55,True,True,True,True
scintillator,3,11,56,True,True,True,True
scintillator,3,11,57,True,True,True,True
scintillator,3,11,58,True,True,True,True
scintillator,3,11,59,True,True,True,True
scintillator,3,11,60,True,True,True,True
scintillator,3,11,61,True,True,True,True
scintillator,3,11,62,True,True,True,True
scintillator,3,11,63,True,True,True,True
scintillator,3,11,64,True,True,True,True
scintillator,3,11,65,True,True,True,True
scintillator,3,11,66,True,True,True,True
scintillator,4,0,0,True,True,True,True
scintillator,4,0,1,True,True,True,True
scintillator,4,0,2,True,True,True,True
scintillator,4,0,3,True,True,True,True
scintillator,4,0,4,True,True,True,True
scintillator,4,0,5,True,True,True,True
scintillator,4,0,6,True,True,True,True
scintillator,4,0,7,True,True,True,True
scintillator,4,0,8,True,True,True,True
scintillator,4,0,9,True,True,True,True
scintillator,4,0,10,True,True,True,True
scintillator,4,0,11,True,True,True,True
scintillator,4,0,12,True,True,True,True
scintillator,4,0,13,True,True,True,True
scintillator,4,0,14,True,True,True,True
scintillator,4,0,15,True,True,True,True
scintillator,4,0,16,True,True,True,True
scintillator,4,0,17,True,True,True,True
scintillator,4,0,18,True,True,True,True
scintillator,4,0,19,True,True,True,True
scintillator,4,0,20,True,True,True,True
scintillator,4,0,21,True,True,True,True
scintillator,4,0,22,True,True,True,True
scintillator,4,0,23,True,True,True,True
scintillator,4,0,24,True,True,True,True
scintillator,4,0,25,True,True,True,True
scintillator,4,0,26,True,True,True,True
scintillator,4,0,27,True,True,True,True
scintillator,4,0,28,True,True,True,True
scintillator,4,0,29,True,True,True,True
scintillator,4,0,30,True,True,True,True
scintillator,4,0,31,True,True,True,True
scintillator,4,0,32,True,True,True,True
scintillator,4,0,33,True,True,True,True
scintillator,4,0,34,True,True,True,True
scintillator,4,0,35,True,True,True,True
scintillator,4,0,36,True,True,True,True
scintillator,4,0,37,True,True,True,True
scintillator,4,0,38,True,True,True,True
scintillator,4,0,39,True,True,True,True
scintillator,4,0,40,True,True,True,True
scintillator,4,0,41,True,True,True,True
scintillator,4,0,42,True,True,True,True
scintillator,4,0,43,True,True,True,True
scintillator,4,0,44,True,True,True,True
scintillator,4,0,45,True,True,True,True
scintillator,4,0,46,True,True,True,True
scintillator,4,0,47,True,True,True,True
scintillator,4,0,48,True,True,True,True
scintillator,4,0,49,True,True,True,True
scintillator,4,0,50,True,True,True,True
scintillator,4,0,51,True,True,True,True
scintillator,4,0,52,True,True,True,True
scintillator,4,0,53,True,True,True,True
scintillator,4,0,54,True,True,True,True
scintillator,4,0,55,True,True,True,True
scintillator,4,0,56,True,True,True,True
scintillator,4,0,57,True,True,True,True
scintillator,4,0,58,True,True,True,True
scintillator,4,0,59,True,True,True,True
scintillator,4,0,60,True,True,True,True
scintillator,4,0,61,True,True,True,True
scintillator,4,0,62,True,True,True,True
scintillator,4,0,63,True,True,True,True
scintillator,4,0,64,True,True,True,True
scintillator,4,0,65,True,True,True,True
scintillator,4,0,66,True,True,True,True
scintillator,4,1,0,True,True,True,True
scintillator,4,1,1,True,True,True,True
scintillator,4,1,2,True,True,True,True
scintillator,4,1,3,True,True,True,True
scintillator,4,1,4,True,True,True,True
scintillator,4,1,5,True,True,True,True
scintillator,4,1,6,True,True,True,True
scintillator,4,1,7,True,True,True,True
scintillator,4,1,8,True,True,True,True
scintillator,4,1,9,True,True,True,True
scintillator,4,1,10,True,True,True,True
scintillator,4,1,11,True,True,True,True
scintillator,4,1,12,True,True,True,True
scintillator,4,1,13,True,True,True,True
scintillator,4,1,14,True,True,True,True
scintillator,4,1,15,True,True,True,True
scintillator,4,1,16,True,True,True,True
scintillator,4,1,17,True,True,True,True
scintillator,4,1,18,True,True,True,True
scintillator,4,1,19,True,True,True,True
scintillator,4,1,20,True,True,True,True
scintillator,4,1,21,True,True,True,True
scintillator,4,1,22,True,True,True,True
scintillator,4,1,23,True,True,True,True
scintillator,4,1,24,True,True,True,True
scintillator,4,1,25,True,True,True,True
scintillator,4,1,26,True,True,True,True
scintillator,4,1,27,True,True,True,True
scintillator,4,1,28,True,True,True,True
scintillator,4,1,29,True,True,True,True
scintillator,4,1,30,True,True,True,True
scintillator,4,1,31,True,True,True,True
scintillator,4,1,32,True,True,True,True
scintillator,4,1,33,True,True,True,True
scintillator,4,1,34,True,True,True,True
scintillator,4,1,35,True,True,True,True
scintillator,4,1,36,True,True,True,True
scintillator,4,1,37,True,True,True,True
scintillator,4,1,38,True,True,True,True
scintillator,4,1,39,True,True,True,True
scintillator,4,1,40,True,True,True,True
scintillator,4,1,41,True,True,True,True
scintillator,4,1,42,True,True,True,True
scintillator,4,1,43,True,True,True,True
scintillator,4,1,44,True,True,True,True
scintillator,4,1,45,True,True,True,True
scintillator,4,1,46,True,True,True,True
scintillator,4,1,47,True,True,True,True
scintillator,4,1,48,True,True,True,True
scintillator,4,1,49,True,True,True,True
scintillator,4,1,50,True,True,True,True
scintillator,4,1,51,True,True,True,True
scintillator,4,1,52,True,True,True,True
scintillator,4,1,53,True,True,True,True
scintillator,4,1,54,True,True,True,True
scintillator,4,1,55,True,True,True,True
scintillator,4,1,56,True,True,True,True
scintillator,4,1,57,True,True,True,True
scintillator,4,1,58,True,True,True,True
scintillator,4,1,59,True,True,True,True
scintillator,4,1,60,True,True,True,True
scintillator,4,1,61,True,True,True,True
scintillator,4,1,62,True,True,True,True
scintillator,4,1,63,True,True,True,True
scintillator,4,1,64,True,True,True,True
scintillator,4,1,65,True,True,True,True
scintillator,4,1,66,True,True,True,True
scintillator,4,2,0,True,True,True,True
scintillator,4,2,1,True,True,True,True
scintillator,4,2,2,True,True,True,True
scintillator,4,2,3,True,True,True,True
scintillator,4,2,4,True,True,True,True
scintillator,4,2,5,True,True,True,True
scintillator,4,2,6,True,True,True,True
scintillator,4,2,7,True,True,True,True
scintillator,4,2,8,True,True,True,True
scintillator,4,2,9,True,True,True,True
scintillator,4,2,10,True,True,True,True
scintillator,4,2,11,True,True,True,True
scintillator,4,2,12,True,True,True,True
scintillator,4,2,13,True,True,True,True
scintillator,4,2,14,True,True,True,True
scintillator,4,2,15,True,True,True,True
scintillator,4,2,16,True,True,True,True
scintillator,4,2,17,True,True,True,True
scintillator,4,2,18,True,True,True,True
scintillator,4,2,19,True,True,True,True
scintillator,4,2,20,True,True,True,True
scintillator,4,2,21,True,True,True,True
scintillator,4,2,22,True,True,True,True
scintillator,4,2,23,True,True,True,True
scintillator,4,2,24,True,True,True,True
scintillator,4,2,25,True,True,True,True
scintillator,4,2,26,True,True,True,True
scintillator,4,2,27,True,True,True,True
scintillator,4,2,28,True,True,True,True
scintillator,4,2,29,True,True,True,True
scintillator,4,2,30,True,True,True,True
scintillator,4,2,31,True,True,True,True
scintillator,4,2,32,True,True,True,True
scintillator,4,2,33,True,True,True,True
scintillator,4,2,34,True,True,True,True
scintillator,4,2,35,True,True,True,True
scintillator,4,2,36,True,True,True,True
scintillator,4,2,37,True,True,True,True
scintillator,4,2,38,True,True,True,True
scintillator,4,2,39,True,True,True,True
scintillator,4,2,40,True,True,True,True
scintillator,4,2,41,True,True,True,True
scintillator,4,2,42,True,True,True,True
scintillator,4,2,43,True,True,True,True
scintillator,4,2,44,True,True,True,True
scintillator,4,2,45,True,True,True,True
scintillator,4,2,46,True,True,True,True
scintillator,4,2,47,True,True,True,True
scintillator,4,2,48,True,True,True,True
scintillator,4,2,49,True,True,True,True
scintillator,4,2,50,True,True,True,True
scintillator,4,2,51,True,True,True,True
scintillator,4,2,52,True,True,True,True
scintillator,4,2,53,True,True,True,True
scintillator,4,2,54,True,True,True,True
scintillator,4,2,55,True,True,True,True
scintillator,4,2,56,True,True,True,True
scintillator,4,2,57,True,True,True,True
scintillator,4,2,58,True,True,True,True
scintillator,4,2,59,True,True,True,True
scintillator,4,2,60,True,True,True,True
scintillator,4,2,61,True,True,True,True
scintillator,4,2,62,True,True,True,True
scintillator,4,2,63,True,True,True,True
scintillator,4,2,64,True,True,True,True
scintillator,4,2,65,True,True,True,True
scintillator,4,2,66,True,True,True,True
scintillator,4,3,0,True,True,True,True
scintillator,4,3,1,True,True,True,True
scintillator,4,3,2,True,True,True,True
scintillator,4,3,3,True,True,True,True
scintillator,4,3,4,True,True,True,True
scintillator,4,3,5,True,True,True,True
scintillator,4,3,6,True,True,True,True
scintillator,4,3,7,True,True,True,True
scintillator,4,3,8,True,True,True,True
scintillator,4,3,9,True,True,True,True
scintillator,4,3,10,True,True,True,True
scintillator,4,3,11,True,True,True,True
scintillator,4,3,12,True,True,True,True
scintillator,4,3,13,True,True,True,True
scintillator,4,3,14,True,True,True,True
scintillator,4,3,15,True,True,True,True
scintillator,4,3,16,True,True,True,True
scintillator,4,3,17,True,True,True,True
scintillator,4,3,18,True,True,True,True
scintillator,4,3,19,True,True,True,True
scintillator,4,3,20,True,True,True,True
scintillator,4,3,21,True,True,True,True
scintillator,4,3,22,True,True,True,True
scintillator,4,3,23,True,True,True,True
scintillator,4,3,24,True,True,True,True
scintillator,4,3,25,True,True,True,True
scintillator,4,3,26,True,True,True,True
scintillator,4,3,27,True,True,True,True
scintillator,4,3,28,True,True,True,True
scintillator,4,3,29,True,True,True,True
scintillator,4,3,30,True,True,True,True
scintillator,4,3,31,True,True,True,True
scintillator,4,3,32,True,True,True,True
scintillator,4,3,33,True,True,True,True
scintillator,4,3,34,True,True,True,True
scintillator,4,3,35,True,True,True,True
scintillator,4,3,36,True,True,True,True
scintillator,4,3,37,True,True,True,True
scintillator,4,3,38,True,True,True,True
scintillator,4,3,39,True,True,True,True
scintillator,4,3,40,True,True,True,True
scintillator,4,3,41,True,True,True,True
scintillator,4,3,42,True,True,True,True
scintillator,4,3,43,True,True,True,True
scintillator,4,3,44,True,True,True,True
scintillator,4,3,45,True,True,True,True
scintillator,4,3,46,True,True,True,True
scintillator,4,3,47,True,True,True,True
scintillator,4,3,48,True,True,True,True
scintillator,4,3,49,True,True,True,True
scintillator,4,3,50,True,True,True,True
scintillator,4,3,51,True,True,True,True
scintillator,4,3,52,True,True,True,True
scintillator,4,3,53,True,True,True,True
scintillator,4,3,54,True,True,True,True
scintillator,4,3,55,True,True,True,True
scintillator,4,3,56,True,True,True,True
scintillator,4,3,57,True,True,True,True
scintillator,4,3,58,True,True,True,True
scintillator,4,3,59,True,True,True,True
scintillator,4,3,60,True,True,True,True
scintillator,4,3,61,True,True,True,True
scintillator,4,3,62,True,True,True,True
scintillator,4,3,63,True,True,True,True
scintillator,4,3,64,True,True,True,True
scintillator,4,3,65,True,True,True,True
scintillator,4,3,66,True,True,True,True
scintillator,4,4,0,True,True,True,True
scintillator,4,4,1,True,True,True,True
scintillator,4,4,2,True,True,True,True
scintillator,4,4,3,True,True,True,True
scintillator,4,4,4,True,True,True,True
scintillator,4,4,5,True,True,True,True
scintillator,4,4,6,True,True,True,True
scintillator,4,4,7,True,True,True,True
scintillator,4,4,8,True,True,True,True
scintillator,4,4,9,True,True,True,True
scintillator,4,4,10,True,True,True,True
scintillator,4,4,11,True,True,True,True
scintillator,4,4,12,True,True,True,True
scintillator,4,4,13,True,True,True,True
scintillator,4,4,14,True,True,True,True
scintillator,4,4,15,True,True,True,True
scintillator,4,4,16,True,True,True,True
scintillator,4,4,17,True,True,True,True
scintillator,4,4,18,True,True,True,True
scintillator,4,4,19,True,True,True,True
scintillator,4,4,20,True,True,True,True
scintillator,4,4,21,True,True,True,True
scintillator,4,4,22,True,True,True,True
scintillator,4,4,23,True,True,True,True
scintillator,4,4,24,True,True,True,True
scintillator,4,4,25,True,True,True,True
scintillator,4,4,26,True,True,True,True
scintillator,4,4,27,True,True,True,True
scintillator,4,4,28,True,True,True,True
scintillator,4,4,29,True,True,True,True
scintillator,4,4,30,True,True,True,True
scintillator,4,4,31,True,True,True,True
scintillator,4,4,32,True,True,True,True
scintillator,4,4,33,True,True,True,True
scintillator,4,4,34,True,True,True,True
scintillator,4,4,35,True,True,True,True
scintillator,4,4,36,True,True,True,True
scintillator,4,4,37,True,True,True,True
scintillator,4,4,38,True,True,True,True
scintillator,4,4,39,True,True,True,True
scintillator,4,4,40,True,True,True,True
scintillator,4,4,41,True,True,True,True
scintillator,4,4,42,True,True,True,True
scintillator,4,4,43,True,True,True,True
scintillator,4,4,44,True,True,True,True
scintillator,4,4,45,True,True,True,True
scintillator,4,4,46,True,True,True,True
scintillator,4,4,47,True,True,True,True
scintillator,4,4,48,True,True,True,True
scintillator,4,4,49,True,True,True,True
scintillator,4,4,50,True,True,True,True
scintillator,4,4,51,True,True,True,True
scintillator,4,4,52,True,True,True,True
scintillator,4,4,53,True,True,True,True
scintillator,4,4,54,True,True,True,True
scintillator,4,4,55,True,True,True,True
scintillator,4,4,56,True,True,True,True
scintillator,4,4,57,True,True,True,True
scintillator,4,4,58,True,True,True,True
scintillator,4,4,59,True,True,True,True
scintillator,4,4,60,True,True,True,True
scintillator,4,4,61,True,True,True,True
scintillator,4,4,62,True,True,True,True
scintillator,4,4,63,True,True,True,True
scintillator,4,4,64,True,True,True,True
scintillator,4,4,65,True,True,True,True
scintillator,4,4,66,True,True,True,True
scintillator,4,5,0,True,True,True,True
scintillator,4,5,1,True,True,True,True
scintillator,4,5,2,True,True,True,True
scintillator,4,5,3,True,True,True,True
scintillator,4,5,4,True,True,True,True
scintillator,4,5,5,True,True,True,True
scintillator,4,5,6,True,True,True,True
scintillator,4,5,7,True,True,True,True
scintillator,4,5,8,True,True,True,True
scintillator,4,5,9,True,True,True,True
scintillator,4,5,10,True,True,True,True
scintillator,4,5,11,True,True,True,True
scintillator,4,5,12,True,True,True,True
scintillator,4,5,13,True,True,True,True
scintillator,4,5,14,True,True,True,True
scintillator,4,5,15,True,True,True,True
scintillator,4,5,16,True,True,True,True
scintillator,4,5,17,True,True,True,True
scintillator,4,5,18,True,True,True,True
scintillator,4,5,19,True,True,True,True
scintillator,4,5,20,True,True,True,True
scintillator,4,5,21,True,True,True,True
scintillator,4,5,22,True,True,True,True
scintillator,4,5,23,True,True,True,True
scintillator,4,5,24,True,True,True,True
scintillator,4,5,25,True,True,True,True
scintillator,4,5,26,True,True,True,True
scintillator,4,5,27,True,True,True,True
scintillator,4,5,28,True,True,True,True
scintillator,4,5,29,True,True,True,True
scintillator,4,5,30,True,True,True,True
scintillator,4,5,31,True,True,True,True
scintillator,4,5,32,True,True,True,True
scintillator,4,5,33,True,True,True,True
scintillator,4,5,34,True,True,True,True
scintillator,4,5,35,True,True,True,True
scintillator,4,5,36,True,True,True,True
scintillator,4,5,37,True,True,True,True
scintillator,4,5,38,True,True,True,True
scintillator,4,5,39,True,True,True,True
scintillator,4,5,40,True,True,True,True
scintillator,4,5,41,True,True,True,True
scintillator,4,5,42,True,True,True,True
scintillator,4,5,43,True,True,True,True
scintillator,4,5,44,True,True,True,True
scintillator,4,5,45,True,True,True,True
scintillator,4,5,46,True,True,True,True
scintillator,4,5,47,True,True,True,True
scintillator,4,5,48,True,True,True,True
scintillator,4,5,49,True,True,True,True
scintillator,4,5,50,True,True,True,True
scintillator,4,5,51,True,True,True,True
scintillator,4,5,52,True,True,True,True
scintillator,4,5,53,True,True,True,True
scintillator,4,5,54,True,True,True,True
scintillator,4,5,55,True,True,True,True
scintillator,4,5,56,True,True,True,True
scintillator,4,5,57,True,True,True,True
scintillator,4,5,58,True,True,True,True
scintillator,4,5,59,True,True,True,True
scintillator,4,5,60,True,True,True,True
scintillator,4,5,61,True,True,True,True
scintillator,4,5,62,True,True,True,True
scintillator,4,5,63,True,True,True,True
scintillator,4,5,64,True,True,True,True
scintillator,4,5,65,True,True,True,True
scintillator,4,5,66,True,True,True,True
scintillator,4,6,0,True,True,True,True
scintillator,4,6,1,True,True,True,True
scintillator,4,6,2,True,True,True,True
scintillator,4,6,3,True,True,True,True
scintillator,4,6,4,True,True,True,True
scintillator,4,6,5,True,True,True,True
scintillator,4,6,6,True,True,True,True
scintillator,4,6,7,True,True,True,True
scintillator,4,6,8,True,True,True,True
scintillator,4,6,9,True,True,True,True
scintillator,4,6,10,True,True,True,True
scintillator,4,6,11,True,True,True,True
scintillator,4,6,12,True,True,True,True
scintillator,4,6,13,True,True,True,True
scintillator,4,6,14,True,True,True,True
scintillator,4,6,15,True,True,True,True
scintillator,4,6,16,True,True,True,True
scintillator,4,6,17,True,True,True,True
scintillator,4,6,18,True,True,True,True
scintillator,4,6,19,True,True,True,True
scintillator,4,6,20,True,True,True,True
scintillator,4,6,21,True,True,True,True
scintillator,4,6,22,True,True,True,True
scintillator,4,6,23,True,True,True,True
scintillator,4,6,24,True,True,True,True
scintillator,4,6,25,True,True,True,True
scintillator,4,6,26,True,True,True,True
scintillator,4,6,27,True,True,True,True
scintillator,4,6,28,True,True,True,True
scintillator,4,6,29,True,True,True,True
scintillator,4,6,30,True,True,True,True
scintillator,4,6,31,True,True,True,True
scintillator,4,6,32,True,True,True,True
scintillator,4,6,33,True,True,True,True
scintillator,4,6,34,True,True,True,True
scintillator,4,6,35,True,True,True,True
scintillator,4,6,36,True,True,True,True
scintillator,4,6,37,True,True,True,True
scintillator,4,6,38,True,True,True,True
scintillator,4,6,39,True,True,True,True
scintillator,4,6,40,True,True,True,True
scintillator,4,6,41,True,True,True,True
scintillator,4,6,42,True,True,True,True
scintillator,4,6,43,True,True,True,True
scintillator,4,6,44,True,True,True,True
scintillator,4,6,45,True,True,True,True
scintillator,4,6,46,True,True,True,True
scintillator,4,6,47,True,True,True,True
scintillator,4,6,48,True,True,True,True
scintillator,4,6,49,True,True,True,True
scintillator,4,6,50,True,True,True,True
scintillator,4,6,51,True,True,True,True
scintillator,4,6,52,True,True,True,True
scintillator,4,6,53,True,True,True,True
scintillator,4,6,54,True,True,True,True
scintillator,4,6,55,True,True,True,True
scintillator,4,6,56,True,True,True,True
scintillator,4,6,57,True,True,True,True
scintillator,4,6,58,True,True,True,True
scintillator,4,6,59,True,True,True,True
scintillator,4,6,60,True,True,True,True
scintillator,4,6,61,True,True,True,True
scintillator,4,6,62,True,True,True,True
scintillator,4,6,63,True,True,True,True
scintillator,4,6,64,True,True,True,True
scintillator,4,6,65,True,True,True,True
scintillator,4,6,66,True,True,True,True
scintillator,4,7,0,True,True,True,True
scintillator,4,7,1,True,True,True,True
scintillator,4,7,2,True,True,True,True
scintillator,4,7,3,True,True,True,True
scintillator,4,7,4,True,True,True,True
scintillator,4,7,5,True,True,True,True
scintillator,4,7,6,True,True,True,True
scintillator,4,7,7,True,True,True,True
scintillator,4,7,8,True,True,True,True
scintillator,4,7,9,True,True,True,True
scintillator,4,7,10,True,True,True,True
scintillator,4,7,11,True,True,True,True
scintillator,4,7,12,True,True,True,True
scintillator,4,7,13,True,True,True,True
scintillator,4,7,14,True,True,True,True
scintillator,4,7,15,True,True,True,True
scintillator,4,7,16,True,True,True,True
scintillator,4,7,17,True,True,True,True
scintillator,4,7,18,True,True,True,True
scintillator,4,7,19,True,True,True,True
scintillator,4,7,20,True,True,True,True
scintillator,4,7,21,True,True,True,True
scintillator,4,7,22,True,True,True,True
scintillator,4,7,23,True,True,True,True
scintillator,4,7,24,True,True,True,True
scintillator,4,7,25,True,True,True,True
scintillator,4,7,26,True,True,True,True
scintillator,4,7,27,True,True,True,True
scintillator,4,7,28,True,True,True,True
scintillator,4,7,29,True,True,True,True
scintillator,4,7,30,True,True,True,True
scintillator,4,7,31,True,True,True,True
scintillator,4,7,32,True,True,True,True
scintillator,4,7,33,True,True,True,True
scintillator,4,7,34,True,True,True,True
scintillator,4,7,35,True,True,True,True
scintillator,4,7,36,True,True,True,True
scintillator,4,7,37,True,True,True,True
scintillator,4,7,38,True,True,True,True
scintillator,4,7,39,True,True,True,True
scintillator,4,7,40,True,True,True,True
scintillator,4,7,41,True,True,True,True
scintillator,4,7,42,True,True,True,True
scintillator,4,7,43,True,True,True,True
scintillator,4,7,44,True,True,True,True
scintillator,4,7,45,True,True,True,True
scintillator,4,7,46,True,True,True,True
scintillator,4,7,47,True,True,True,True
scintillator,4,7,48,True,True,True,True
scintillator,4,7,49,True,True,True,True
scintillator,4,7,50,True,True,True,True
scintillator,4,7,51,True,True,True,True
scintillator,4,7,52,True,True,True,True
scintillator,4,7,53,True,True,True,True
scintillator,4,7,54,True,True,True,True
scintillator,4,7,55,True,True,True,True
scintillator,4,7,56,True,True,True,True
scintillator,4,7,57,True,True,True,True
scintillator,4,7,58,True,True,True,True
scintillator,4,7,59,True,True,True,True
scintillator,4,7,60,True,True,True,True
scintillator,4,7,61,True,True,True,True
scintillator,4,7,62,True,True,True,True
scintillator,4,7,63,True,True,True,True
scintillator,4,7,64,True,True,True,True
scintillator,4,7,65,True,True,True,True
scintillator,4,7,66,True,True,True,True
scintillator,4,8,0,True,True,True,True
scintillator,4,8,1,True,True,True,True
scintillator,4,8,2,True,True,True,True
scintillator,4,8,3,True,True,True,True
scintillator,4,8,4,True,True,True,True
scintillator,4,8,5,True,True,True,True
scintillator,4,8,6,True,True,True,True
scintillator,4,8,7,True,True,True,True
scintillator,4,8,8,True,True,True,True
scintillator,4,8,9,True,True,True,True
scintillator,4,8,10,True,True,True,True
scintillator,4,8,11,True,True,True,True
scintillator,4,8,12,True,True,True,True
scintillator,4,8,13,True,True,True,True
scintillator,4,8,14,True,True,True,True
scintillator,4,8,15,True,True,True,True
scintillator,4,8,16,True,True,True,True
scintillator,4,8,17,True,True,True,True
scintillator,4,8,18,True,True,True,True
scintillator,4,8,19,True,True,True,True
scintillator,4,8,20,True,True,True,True
scintillator,4,8,21,True,True,True,True
scintillator,4,8,22,True,True,True,True
scintillator,4,8,23,True,True,True,True
scintillator,4,8,24,True,True,True,True
scintillator,4,8,25,True,True,True,True
scintillator,4,8,26,True,True,True,True
scintillator,4,8,27,True,True,True,True
scintillator,4,8,28,True,True,True,True
scintillator,4,8,29,True,True,True,True
scintillator,4,8,30,True,True,True,True
scintillator,4,8,31,True,True,True,True
scintillator,4,8,32,True,True,True,True
scintillator,4,8,33,True,True,True,True
scintillator,4,8,34,True,True,True,True
scintillator,4,8,35,True,True,True,True
scintillator,4,8,36,True,True,True,True
scintillator,4,8,37,True,True,True,True
scintillator,4,8,38,True,True,True,True
scintillator,4,8,39,True,True,True,True
scintillator,4,8,40,True,True,True,True
scintillator,4,8,41,True,True,True,True
scintillator,4,8,42,True,True,True,True
scintillator,4,8,43,True,True,True,True
scintillator,4,8,44,True,True,True,True
scintillator,4,8,45,True,True,True,True
scintillator,4,8,46,True,True,True,True
scintillator,4,8,47,True,True,True,True
scintillator,4,8,48,True,True,True,True
scintillator,4,8,49,True,True,True,True
scintillator,4,8,50,True,True,True,True
scintillator,4,8,51,True,True,True,True
scintillator,4,8,52,True,True,True,True
scintillator,4,8,53,True,True,True,True
scintillator,4,8,54,True,True,True,True
scintillator,4,8,55,True,True,True,True
scintillator,4,8,56,True,True,True,True
scintillator,4,8,57,True,True,True,True
scintillator,4,8,58,True,True,True,True
scintillator,4,8,59,True,True,True,True
scintillator,4,8,60,True,True,True,True
scintillator,4,8,61,True,True,True,True
scintillator,4,8,62,True,True,True,True
scintillator,4,8,63,True,True,True,True
scintillator,4,8,64,True,True,True,True
scintillator,4,8,65,True,True,True,True
scintillator,4,8,66,True,True,True,True
scintillator,4,9,0,True,True,True,True
scintillator,4,9,1,True,True,True,True
scintillator,4,9,2,True,True,True,True
scintillator,4,9,3,True,True,True,True
scintillator,4,9,4,True,True,True,True
scintillator,4,9,5,True,True,True,True
scintillator,4,9,6,True,True,True,True
scintillator,4,9,7,True,True,True,True
scintillator,4,9,8,True,True,True,True
scintillator,4,9,9,True,True,True,True
scintillator,4,9,10,True,True,True,True
scintillator,4,9,11,True,True,True,True
scintillator,4,9,12,True,True,True,True
scintillator,4,9,13,True,True,True,True
scintillator,4,9,14,True,True,True,True
scintillator,4,9,15,True,True,True,True
scintillator,4,9,16,True,True,True,True
scintillator,4,9,17,True,True,True,True
scintillator,4,9,18,True,True,True,True
scintillator,4,9,19,True,True,True,True
scintillator,4,9,20,True,True,True,True
scintillator,4,9,21,True,True,True,True
scintillator,4,9,22,True,True,True,True
scintillator,4,9,23,True,True,True,True
